chargelarge_id,name,address,latitude,longitude,power_range,charge_point_count,port_count,dc_port_count,connector_types,min_power_kw,max_power_kw,status_counts,fast_dc_indicator
baaffa39-0adb-422e-a7bf-4b391d232b5d-129,50 Cook St Randwick NSW 2031,"50 Cook St, Randwick NSW 2031, Australia, Randwick, NSW 2031",-33.911689,151.23908,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1282,[TBC] [SO-34530] Pro Electrical Services,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,7,1,1,0,TYPE2,7.0,7.0,"{""Missing"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1460,[TBC] [SO000134] Oracle Energy,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,7,1,2,0,TYPE2,7.0,7.0,"{""Missing"": 2}",False
179ada28-f0c6-4431-a1fc-bbb2e5ec26d6-AUCHB27660001,Lavida Pharmaceuticals,"25 Wonderland Drive, Sydney, NSW 2766",-33.8043079,150.8382844,22,4,4,0,TYPE2,22.0,22.0,"{""Available"": 4}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-925,Intellihub - Ocean Street,"96 Ocean St, Dudley, NSW 2290",-32.9895359,151.7187917,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
179ada28-f0c6-4431-a1fc-bbb2e5ec26d6-AUCHB25770001,Bendooley Estate,"3020 Old Hume Highway, Berrima, NSW 2577",-34.46889,150.36038,22,16,16,0,TYPE2,22.0,22.0,"{""Available"": 16}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1465,[TBC] [S0000360] CS Energy - CSE761,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,22,3,6,0,TYPE2,22.0,22.0,"{""Missing"": 6}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1314,[TBC] [SO-35126] Town of Bassendean,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,22,1,2,0,TYPE2,22.0,22.0,"{""Missing"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-2180,Greenway Wetherill Park - Foodcourt,"Kiosk 6/1187 The Horsley Dr, Wetherill Park, NSW 2164",-33.84989,150.8978389,130,1,2,2,CCS2,130.0,130.0,"{""Available"": 2}",True
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-245,OP 35 Mill St-Carlton,"Opposite 35 Mill St, Carlton, Carlton, NSW 2218",-33.966707,151.121692,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-53,26 Terry St-Balmain,"26 Terry St, Balmain NSW 2041, Australia, Balmain, NSW 2041",-33.857837,151.171049,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
d1cbdd86-205d-4538-b287-34032bf74788-nyaTLPhS-uuhMEWLcIl59hSsrDzb61aEpkDE,Cook Rd after Lang Rd Centennial Park NSW 2021,"Cook Rd after Lang Rd, Centennial Park, NSW 2021",-33.896551,151.2272596,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-76,66 Dover Rd-Rose Bay,"66 Dover Rd, Rose Bay NSW 2029, Australia, Rose Bay, NSW 2029",-33.873479,151.27443,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1283,[TBC] [SO-34494] CS Energy - CSE741 - DJAG Gladstone,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,7,1,1,0,TYPE2,7.0,7.0,"{""Missing"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-14,34 Morley Ave-Rosebery,"34 Morley Ave, Rosebery, NSW 2018, Rosebery, NSW 2018",-33.915981,151.203186,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 1, ""Charging"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1532,[TBC] [SO000985] Energy Trade - 18 Garthowen Cres,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,22,2,2,0,TYPE2,22.0,22.0,"{""Missing"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1045,Inchcape Australia Limited - Subaru - Parramatta Sales,"60-64 Church St, Parramatta, NSW 2150",-33.8210301,151.0044612,22,1,2,0,TYPE2,22.0,22.0,"{""Missing"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1023,Intellihub - Bridge St. Morisset,"59 Bridge St, Morisset, NSW 2264",-33.1074098,151.4897138,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 1, ""Missing"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-2651,Western Sydney University - Parramatta South Campus - P1462,"EB, Parramatta, NSW 2116",-33.8112831,151.0236306,60,3,6,6,CCS2,60.0,60.0,"{""Available"": 6}",True
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-201,21-27 Wattle St-West Ryde,"21-27 Wattle St, West Ryde, NSW, Australia, 2, Unknown, NSW 2114",-33.806373,151.0929,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-209,34 Cliff Rd-Epping,"34 Cliff Rd, Epping, NSW, Australia, 2121, Epping, NSW 2121",-33.770621,151.077491,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
d1cbdd86-205d-4538-b287-34032bf74788-mMmBF8REuyOemH4QFibCR7MnaUooFuKJiNsc,82 Brooks St The Hill NSW 2300,"82 Brooks St, The Hill, NSW 2300",-32.934105,151.77108,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-73,365 Bronte Rd-Bronte,"365 Bronte Rd, Bronte NSW 2024, Australia, Bronte, NSW 2024",-33.903012,151.260606,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-72,17 Flood St-Bondi,"17 Flood St, Bondi NSW 2026, Australia, Bondi, NSW 2026",-33.891131,151.258845,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-75,Church St-Waverley,"29 Carrington Rd, Waverley NSW 2024, Australi, Waverley, NSW 2024",-33.898142,151.253777,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 1, ""Charging"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-193,27 Reserve St-West Ryde,"27 Reserve St, West Ryde NSW 2114, Ryde, NSW 2114",-33.803747,151.08938,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-228,Lawler St-Forbes,"Lawler St, Forbes NSW 2871, Australia, Forbes, NSW 2871",-33.382484,148.008426,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1356,[TBC] [SO-36234] CS Energy - CSE25010 - DJAG Beenleigh,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,7,2,2,0,TYPE2,7.0,7.0,"{""Missing"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1357,[TBC] [SO-29879] SUPA - 15-19 Crown Street,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,22,2,2,0,TYPE2,22.0,22.0,"{""Missing"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1475,[TBC] [SO000519] CS Energy - CSE744 - Balby Police Station,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,7,1,2,0,TYPE2,7.0,7.0,"{""Missing"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1316,[TBC] [SO-34806] Collins Aerospace,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,22,1,1,0,TYPE2,22.0,22.0,"{""Missing"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1315,[TBC] [SO-35111] Graincorp Wagga Wagga,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,22,1,1,0,TYPE2,22.0,22.0,"{""Missing"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1246,[TBC] [SO-33509] [SO-31825] Nilsen Pty Ltd,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,22,2,2,0,TYPE2,22.0,22.0,"{""Missing"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1243,[TBC] [SO-33331] CS Energy - Atherton Child Safety Service Centre - CSE728,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,7,5,5,0,TYPE2,7.0,7.0,"{""Missing"": 5}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-504,"459 President Ave, Kirrawee NSW 2232","459 President Ave, Kirrawee NSW 2232, Austral, Kirrawee, NSW 2232",-34.034617,151.06989,22,1,1,0,TYPE2,22.0,22.0,"{""Unknown"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-3384,Club Corowa,"30 Betterment Parade, Corowa New South Wales, NSW 2646",-35.99552,146.385816,120,1,2,2,CCS2,120.0,120.0,"{""Available"": 2}",True
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1090,[TBC] [SO-27204] MM Electrical,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,60,1,2,2,CCS2,60.0,60.0,"{""Missing"": 2}",True
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1294,[TBC] [SO-30810] SUPA ENERGY,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,22,5,5,0,TYPE2,22.0,22.0,"{""Missing"": 5}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-729,5 Citrus Ave Hornsby - Energy Trade,"5 Citrus Ave, Hornsby, NSW 2077",-33.6919444,151.1015696,22,1,1,0,TYPE2,22.0,22.0,"{""Missing"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-99,21-23 Corunna Rd Stanmore NSW 2048,"21-23 Corunna Rd, Stanmore NSW 2048, Australi, Stanmore, NSW 2048",-33.888629,151.17117,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-78,King St-Randwick,"1R Darley Rd, Randwick NSW 2031, Australia, Randwick, NSW 2031",-33.90625,151.231942,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1540,Mulgoa Quarries Pty Ltd,"44 Tyrone Pl, Erskine Park, NSW 2759",-33.8156624,150.788837,22,1,1,0,TYPE2,22.0,22.0,"{""Missing"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-156,4 York St-Singleton,"4 York St, Singleton NSW 2330, Australia, Singleton, NSW 2330",-32.566618,151.167042,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-562,Eclipse Tower,"60 Station St E, Parramatta, NSW 2150",-33.8185134,151.0072343,22,5,5,0,TYPE2,22.0,22.0,"{""Available"": 4, ""Charging"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-146,74 Park Rd-Homebush,"74 Park Rd, Homebush NSW 2140, Australia, Homebush, NSW 2140",-33.862151,151.080992,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 1, ""Charging"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-83,104 Mill Hill Rd Bondi Junction NSW 2022,"104 Mill Hill Rd, Bondi Junction NSW 2022, Au, Bondi Junction, NSW 2022",-33.893655,151.2438,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1552,[TBC] [SO001079] CS Energy - CSE634 - OIR George St,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,7,2,2,0,TYPE2,7.0,7.0,"{""Missing"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1301,[TBC] [SO-33778] Icon Water Lower Molonglo,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,22,2,2,0,TYPE2,22.0,22.0,"{""Missing"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1353,[TBC] [SO-36075] Energy Trade - Rose Bay,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,22,1,1,0,TYPE2,22.0,22.0,"{""Missing"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-195,211 Culloden Rd-Marsfield,"211 Culloden Rd, Marsfield, NSW, Australia, 2, Marsfield, NSW 2122",-33.768029,151.111971,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-986,9 Lorne Ave Killara,"9 Lorne Avenue, Killara, Kililara, NSW 2071",-33.7647971,151.1593387,22,1,1,0,TYPE2,22.0,22.0,"{""Missing"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1248,[TBC] [SO-33670] CS Energy - CSE336 - Tennyson St,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,7,4,4,0,TYPE2,7.0,7.0,"{""Missing"": 4}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-421,Fairmont Resort Leura - Schwartz Family,"1 Sublime Point Rd, Leura, NSW 2780",-33.7208785,150.3514193,7 - 22,4,4,0,TYPE2,7.0,22.0,"{""Available"": 3, ""Charging"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-123,108 Dalmeny Ave-Roseberry,"108 Dalmeny Ave, Rosebery NSW 2018, Australia, Rosebery, NSW 2018",-33.913331,151.209195,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-95,1A Gloucester Avenue-Burwood,"1A Gloucester Avenue Burwood, Burwood, NSW 2134",-33.874968,151.1018,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 1, ""Charging"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-673,"Parramatta Road, Homebush","42-50 Parramatta Rd, Homebush, NSW 2140",-33.8653625,151.0866588,22,1,1,0,TYPE2,22.0,22.0,"{""Missing"": 1}",False
d1cbdd86-205d-4538-b287-34032bf74788-QsgDxuBdptspGOEII_XFJF173XSgkmfVJ6zh,16-30 Wortley St Balmain NSW 2041,"16-30 Wortley St, Balmain, NSW 2041",-33.860552,151.17906,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
d1cbdd86-205d-4538-b287-34032bf74788-2poA919wm51tfiJbtvOA8wxtV-TbSQ3wVeeD,Opposite 22 Kilgour Ave Bar Beach NSW 2300,"Opposite 22 Kilgour Ave, Bar Beach, NSW 2300",-32.941694,151.76384,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
d1cbdd86-205d-4538-b287-34032bf74788-XHF90DSjpc3fq6sxIUXn4AqTUgWZYFk6Q0ct,14b Mentmore Ave Rosebery NSW 2018,"14b Mentmore Ave, Rosebery, NSW 2018",-33.913328,151.2045827,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
393dc550-5791-46d3-a359-20e9e5b406b3-66d7aca30f8f2d06fcbd28f4,Coomealla Memorial Sporting Club,"1150 Silver City Hwy, Dareton, NSW 2717",-34.0951261,142.0395947,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-210,Endeavor FSC-Penrith,"Blaikie Road 120, Jamisontown, NSW 2750",-33.766758,150.672814,7,1,1,0,TYPE2,7.0,7.0,"{""Available"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-184,10 Fern Place-Woollahra,"10 Fern Pl, Woollahra NSW 2025, Australia, Woollahra, NSW 2025",-33.890283,151.25317,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 1, ""Charging"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-208,22 Essex St-Epping,"22 Essex St, Epping, NSW, Australia, 2121, Epping, NSW 2121",-33.772647,151.086459,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-174,Bunnings Caringbah,"Koonya Cct, Caringbah, NSW 2229",-34.0279242,151.1210292,50,1,2,2,CCS2|CHADEMO,50.0,50.0,"{""OutOfService"": 2}",True
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-66,18 Council St-Bondi Junction,"18 Council St, Bondi Junction NSW 2022, Austr, Bondi Junction, NSW 2022",-33.894043,151.255113,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 1, ""Charging"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-2142,Victoria Cross,"155 Miller St, North Sydney, NSW 2060",-33.8374849,151.207574,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-12,90 Rowntree St Birchgrove NSW 2041,"90 Rowntree St, Birchgrove NSW 2041, Australi, Birchgrove, NSW 2041",-33.853503,151.18034,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
e01de15b-1ce6-4c05-8f89-81b463696ce1-66f5faa6-420d-48fd-91cd-91314f4494b1,Meriton North Ryde,"88 Talavera Rd, Macquarie Park, NSW 2113",-33.775362,151.1220464,22.2,3,3,0,TYPE2,22.17,22.17,"{""Available"": 3}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-48,2 Slade St-Rozelle,"Slade St, Rozelle NSW 2039, Australia, Rozelle, NSW 2039",-33.860791,151.172506,22,2,2,0,TYPE2,22.0,22.0,"{""Charging"": 2}",False
179ada28-f0c6-4431-a1fc-bbb2e5ec26d6-AUCHB26430001,Howlong Golf Resort,"186 Golf Club Drive, Howlong, NSW 2643",-35.98521,146.64443,22,4,4,0,TYPE2,22.0,22.0,"{""Available"": 3, ""Charging"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-455,Lockhart - The Rock Recreation Ground,"60 Wilson St, The Rock, NSW 2655",-35.2665253,147.1104941,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 1, ""Missing"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-235,Op 13 St John St-Newtown,"13 St John St, Newtown, NSW, 2042, Newtown, NSW 2042",-33.901687,151.17965,22,2,2,0,TYPE2,22.0,22.0,"{""Inoperative"": 2}",False
393dc550-5791-46d3-a359-20e9e5b406b3-670c57177d3ed025b338c362,CH Boutique Hotel Tamworth,"52 Brisbane Street, Tamworth, NSW 2340",-31.0894491,150.9296736,7,4,4,0,TYPE2,7.0,7.0,"{""Available"": 3, ""OutOfService"": 1}",False
d1cbdd86-205d-4538-b287-34032bf74788-orM7A_PCuNKTjjWbh3CbVrc4yF_3svnEvoYw,46-50 South St Gymea NSW 2227,"46-50 South St, Gymea, NSW 2227",-34.035562,151.08589,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
393dc550-5791-46d3-a359-20e9e5b406b3-66ac21c167c3db19f4104594,Yarrawonga Mulwala Golf Club (Club House),"1 Golf Club Road, Mulwala, NSW 2647",-36.0049086,145.9940381,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-88,Opposite 23 See St Kingsford NSW 2032,"23 See St, Kingsford NSW 2032, Australia, Kingsford, NSW 2032",-33.922092,151.2249,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-172,228 Pacific Hwy-Swansea,"Swansea Centre, 228 Pacific Hwy, Swansea NSW, Swansea, NSW 2281",-33.091679,151.637718,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-57,Kokoda Park-Kensington,"7 Ascot St, Kensington NSW 2033, Australia, Kensington, NSW 2033",-33.90801,151.224762,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-124,30 Little St Lane Cove NSW 2066,"30 Little St, Lane Cove NSW 2066, Australia, Lane Cove, NSW 2066",-33.815669,151.17143,7,1,1,0,TYPE2,7.0,7.0,"{""Available"": 1}",False
d1cbdd86-205d-4538-b287-34032bf74788-WM6x0FLHB5PbqwfIt8afEeo3qtkBrgwXrKtf,Opposite 18 Merriwa St Gordon NSW 2072,"Opposite 18 Merriwa St, Gordon, NSW 2072",-33.753179,151.1483618,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-151,2 Wauhope Cres South Coogee NSW 2034,"2 Wauhope Cres, South Coogee NSW 2034, Austra, South Coogee, NSW 2034",-33.92974,151.251118,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
179ada28-f0c6-4431-a1fc-bbb2e5ec26d6-AUCHB27310001,Rich River Golf Club,"Twenty Four Lane, Moama, NSW 2731",-36.03618,144.73323,22,8,8,0,TYPE2,22.0,22.0,"{""Available"": 8}",False
179ada28-f0c6-4431-a1fc-bbb2e5ec26d6-AUCHB22850001,Cardiff Executive Apartments,"49 Macquarie Road, Newcastle, NSW 2285",-32.94269,151.65747,22,8,8,0,TYPE2,22.0,22.0,"{""Available"": 8}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-364,Christie Street - Basement 6 and 7,"88 Christie St, St Leonards, NSW 2065",-33.8237661,151.1952642,22,14,14,0,TYPE2,22.0,22.0,"{""Available"": 11, ""Charging"": 3}",False
d1cbdd86-205d-4538-b287-34032bf74788-G-WbmX3gaxymawvSJ56tW0gp1Ez4uHjOgEbH,Opp 2B Carlyle Rd East Lindfield NSW 2070,"Opp 2B Carlyle Rd, East Lindfield, NSW 2070",-33.76319,151.1942,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-125,"402 Mowbray Rd W, Lane Cove North NSW 2066","402 Mowbray Rd W, Lane Cove North NSW 2066, A, Lane Cove North, NSW 2066",-33.806571,151.17508,7,1,1,0,TYPE2,7.0,7.0,"{""Available"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-144,3 Botany St Bondi Junction NSW 2022,"3 Botany St, Bondi Junction NSW 2022, Austral, Bondi Junction, NSW 2022",-33.893451,151.25411,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
b4a3859a-1294-46cd-8af9-2cbf7848df2f-2baedf7d-7f01-417a-93c6-72947e548ffb,Local Servo - Tabulam,"8597/8601 Bruxner Hwy, Tabulam, NSW 2469",-28.887244,152.56945,22 - 30,3,3,2,CCS1|TYPE2,22.0,30.0,"{""Available"": 3}",True
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-200,2 East Pde-Eastwood,"2 East Pde, Eastwood, NSW, Australia, 2122, Eastwood, NSW 2122",-33.791782,151.082673,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-1073,EVSE Australia,"14 Millennium Ct, Silverwater, NSW 2128",-33.8325123,151.040631,0,1,1,0,TYPE2,0.0,0.0,"{""Available"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-60,50 Cascade St-Paddington,"50 Cascade St, Paddington NSW 2021, Australia, Paddington, NSW 2021",-33.88351,151.23138,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 1, ""Charging"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-50,170 Hawthorne Pde-Haberfield,"170 Hawthorne Parade, Haberfield NSW 2045, Au, Haberfield, NSW 2045",-33.879936,151.145328,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 1, ""Charging"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-104,50 Chandos St Ashfield NSW 2131,"50 Chandos St, Ashfield NSW 2131, Australia, Ashfield, NSW 2131",-33.883114,151.13057,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-122,5-17 Robey St Maroubra NSW 2035,"5-17 Robey St, Maroubra, Maroubra, NSW 2035",-33.942371,151.237916,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-68,59 Church St Randwick NSW 2031,"59 Church St, Randwick NSW 2031, Australia, Randwick, NSW 2031",-33.91168,151.23815,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-158,"Opposite 165 Victoria Rd, Bellevue Hill NSW 2023","165 Victoria Rd, Bellevue Hill NSW 2023, Aust, Bellevue Hill, NSW 2023",-33.888282,151.258716,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-21,91 Annandale St Annandale NSW 2038,"91 Annandale St, Annandale NSW 2038, Australi, Annandale, NSW 2038",-33.882982,151.16848,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
15d06bf5-6b4a-425d-9312-bae4b17cc22b-741,Arc Energy - Quest Orange,"132 Kite St, Orange, NSW 2800",-33.2864475,149.1022401,22,2,2,0,TYPE2,22.0,22.0,"{""Missing"": 2}",False
d1cbdd86-205d-4538-b287-34032bf74788-5h--VebIPDP7y6-8Q5paCoJDFJPqz8NaPDd2,55 Stuart St Mullumbimby,"55 Stuart St, Mullumbimby, 2482",-28.552557,153.5006987,22,1,1,0,TYPE2,22.0,22.0,"{""Unknown"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-20,131 Annandale St Annandale NSW 2038,"131 Annandale St, Annandale NSW 2038, Austral, Annandale, NSW 2038",-33.881759,151.16904,22,1,1,0,TYPE2,22.0,22.0,"{""Charging"": 1}",False
ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-226,1 Junction St-Forbes,"1 Junction St, Forbes NSW 2871, Australia, Forbes, NSW 2871",-33.390542,148.004648,22,2,2,0,TYPE2,22.0,22.0,"{""Available"": 2}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-97,Opposite 94 Mallett St Camperdown NSW 2050,"94 Mallett St, Camperdown NSW 2050, Australia, Camperdown, NSW 2050",-33.889085,151.17744,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
d1cbdd86-205d-4538-b287-34032bf74788-CxZFJA3aU1Vxgl4s03LsZpDjN4M4robqa-LW,Glover St(Glover Street field) Lilyfield NSW 2040,"Glover St(Glover Street field), Lilyfield, NSW 2040",-33.866683,151.15535,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-43,3 Wardell Rd Lewisham NSW 2049,"3 Wardell Rd, Lewisham NSW 2049, Australia, Lewisham, NSW 2049",-33.897391,151.14927,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
baaffa39-0adb-422e-a7bf-4b391d232b5d-22,136 Young St Annandale NSW 2038,"136 Young St, Annandale NSW 2038, Australia, Annandale, NSW 2038",-33.883784,151.16688,22,1,1,0,TYPE2,22.0,22.0,"{""Available"": 1}",False
