tfnsw_unique_id,source_index,Station_name,Station_address,Operator,PCODE,Charger_Type,ocm_id,ocm_address,ocm_method,ocm_distance_m,ocm_address_score,ocm_initial_match,web_query,web_evidence_url,web_page_opened,web_search_found,web_review_status,web_review_conclusion,web_review_confidence,web_review_note,web_evidence_excerpt,web_evidence_confidence,web_evidence_confidence_reason,match_identity_decision
TFNSW-0003,1,,"01 Wallgrove Road, Sydney NSW 2766",BP,2766.0,DC,272521.0,"BP Truckstop, Wallgrove Road & Old Wallgrove Road, Eastern Creek, New South Wales, 2766",coordinate_500m,65.13844654951765,0.6067567567567569,True,"""01 Wallgrove Road, Sydney NSW 2766"" EV charger",https://www.chargeroute.au/chargers/nsw/bp-sydney-sydney,False,True,evidence_collected_search_snippet_only_manual_confirmation_required,web_evidence_found_not_identity_proof,undetermined,"Sequential web search completed for this row. A web result is evidence for manual review, not an automatic identity match.","[search] BP — Sydney EV Charger — Sydney NSW | ChargeRoute (https://www.chargeroute.au/chargers/nsw/bp-sydney-sydney)
citeturn63search0 [wordlim: 200] Crawled: 2 days ago; 01 Wallgrove Road, Sydney, 2766, Sydney, NSW, 2766 ... ChargeRoute Score weights verified maximum power (40%), connector diversity (25%), charger count (20%), and location completeness (15%). ...     EV Charging Locations
--------------------------------------------------------------------------------
EV Charger Search Australia — Public Charging Stations | ChargeRoute (https://www.chargeroute.au/ev-chargers)
citeturn63search1 [wordlim: 200] Crawled: today; EVUp — Muswellbrook Muswellbrook, NSW · , Muswellbrook, 2333 ACup to 22 kWEVUpScore 24.5 Operational (per source)BP — Sydney Sydney, NSW · 01 Wallgrove Road, Sydney, 2766 DCup to 150 kWBPScore 31 Operational (per source)NRMA — Wilcannia Wilcannia, NSW · 1 - 7 Ross St, Wilcannia NSW 2836, Australia DCup to 50 kWNRMAScore 29.5 Planned / not confirmed operational Chargefox — Sydney Sydney, NSW · 1 Balfour St, Sydney, 2070 ACup to 22 kWChargefoxScore 26.5 Operational (per source)Tesla — Byron Bay Byron Bay, NSW · 1 Bay Ln, Byron Bay, 2481 ACup to 19 kWTeslaScore 23 O
[opened page] Internal Error ()
citeturn64view0 [wordlim: 200] Source: open({""ref_id"":""https://www.chargeroute.au/chargers/nsw/bp-sydney-sydney"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://www.chargeroute.au/chargers/nsw/bp-sydney-sydney: Cache miss",medium,"Charging evidence exists, but the page or address signal is incomplete.",web evidence only; same-station identity not automatically proven
TFNSW-0004,2,,"1 - 7 Ross Street, Wilcannia NSW 2836",NRMA Electric,2350.0,DC,170824.0,"82 Marsh Street, Armidale, New South Wales, 2350",coordinate_500m,29.225432401106143,0.6072327044025158,True,"""1 - 7 Ross Street, Wilcannia NSW 2836"" EV charger",https://www.plugroo.com.au/nsw/wilcannia,False,True,evidence_collected_search_snippet_only_manual_confirmation_required,web_evidence_found_not_identity_proof,undetermined,"Sequential web search completed for this row. A web result is evidence for manual review, not an automatic identity match.","[search] EV Charging Stations Wilcannia – Find Chargers Near You | Plugroo (https://www.plugroo.com.au/nsw/wilcannia)
citeturn65search0 [wordlim: 200] Crawled: 6 days ago;   * 1-7 Ross St, Wilcannia NSW 2836 CCS 21×50 kW CHAdeMO1×50 kW View station details ... Plugroo helps Wilcannia EV drivers avoid stale charger directories by combining operator data with verified community reports, so station status, access rules and pricing are easier to check before you arrive.
--------------------------------------------------------------------------------
EV Charging Stations Menindee – Find Chargers Near You | Plugroo (https://www.plugroo.com.au/nsw/menindee)
citeturn65search1 [wordlim: 200] Crawled: 3 weeks ago;   * 1-7 Ross St, Wilcannia NSW 2836 CCS 21×50 kW CHAdeMO1×50 kW View station details ...   * 143 Fifteenth Street, Renmark SA 5341 Type 23×7 kW View station details ... ## Find every EV charger in Menindee in one app
--------------------------------------------------------------------------------
EV Charging Stations Ivanhoe – Find Chargers Near You | Plugroo (https://www.plugroo.com.au/nsw/ivanhoe)
citeturn65search2 [wordlim: 200] Crawled: 3 weeks ago;   * Perry Street, Euston NSW
[opened page] Internal Error ()
citeturn66view0 [wordlim: 200] Source: open({""ref_id"":""https://www.plugroo.com.au/nsw/wilcannia"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://www.plugroo.com.au/nsw/wilcannia: Cache miss",medium,"Charging evidence exists, but the page or address signal is incomplete.",web evidence only; same-station identity not automatically proven
TFNSW-0007,5,,"1 Bay Street, Sydney NSW 2037",Tesla,2037.0,DC,311308.0,"1 Bay Street, Broadway, NSW, 2007",coordinate_500m,19.442848782107593,0.7928571428571429,True,"""1 Bay Street, Sydney NSW 2037"" EV charger",https://ev-charging-stations.com.au/chargers/nsw/glebe,True,True,evidence_collected_page_opened_manual_confirmation_required,web_evidence_found_not_identity_proof,undetermined,"Sequential web search completed for this row. A web result is evidence for manual review, not an automatic identity match.","[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/glebe)
citeturn67search0 [wordlim: 200] Crawled: 2 months ago; # EV charging in Glebe, NSW ... [Button: Nearest][Button: Fastest charger][Button: Most connectors] ... 1-21 Bay Street, Sydney, NSW, 2037

Search Results

# EV charging in Glebe, NSW

949 stations found Live availability Showing 1–10 of 949

[Input: Glebe, NSW]

Sort

[Button: Nearest][Button: Fastest charger][Button: Most connectors]

All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now

EVX

## EVX

75 Saint Johns Road, Sydney, NSW, 2037

0.15 km Reliable

Type 2 22 kW

DirectionsView details

EVX

## EVX

75A Ross Street, Sydney, NSW, 2037

0.53 km Reliable

Type 2 22 kW

DirectionsView details

AGL EV Charging

## AGL EV Charging

4 Avona Avenue, Sydney, NSW, 2037

0.58 km

Type 2 7 kW

DirectionsView details

Sponsored

Ad

EVERTY

## EVERTY

15 Avona Ave, Sydney, NSW, 2037

0.58 km

Type 2 22 kW

DirectionsView details

EVERTY

## EVERTY

6 Wentworth Street, Sydney, NSW, 2037

0.68 km

Type 2 22 kW

DirectionsView details

EVERTY

## EVERTY

6 Wentworth Street, Sydney, NSW, 2037

0.68 km

Type 2 22 kW

DirectionsView details

AmpC
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/glebe)
citeturn68view0 [wordlim: 200] Crawled: last week; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/nsw/glebe"",""lineno"":null}); Total lines: 178
L0: cite0†iframe†www.googletagmanager.com L1: 
L2: Search Results
L3: 
L4: # EV charging in Glebe, NSW
L5: 
L6: 959 stations found Live availability Showing 1–10 of 959
L7: 
L8: [Input: Glebe, NSW]
L9: 
L10: Sort
L11: 
L12: [Button: Nearest][Button: Fastest charger][Button: Most connectors]
L13: 
L14: All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now
L15: 
L16: EVX
L17: 
L18: ## EVX
L19: 
L20: 75 Saint Johns Road, Sydney, NSW, 2037
L21: 
L22: 0.15 km
L23: 
L24: Type 2 22 kW
L25: 
L26: cite1†Directions†www.google.com cite2†View details L27: 
L28: EVX
L29: ## EVX
L30: 
L31: 75A Ross Street, Sydney, NSW, 2037
L32: 
L33: 0.53 km
L34: 
L35: Type 2 22 kW
L36: 
L37: cite3†Directions†www.google.com cite4†View details L38: 
L39: EVERTY
L40: 
L41: ## EVERTY
L42: 
L43: 15 Avona Ave, Sydney, NSW, 2037
L44: 
L45: 0.58 km
L46: 
L47: Type 2 22 kW
L48: 
L49: cite5†Directions†www.google.com cite6†Vie",high,Opened charging page contains an address-level signal.,web evidence only; same-station identity not automatically proven
TFNSW-0018,16,,"1 Frederick Street, Sydney NSW 2064",Evie Networks,2064.0,DC,272613.0,"65 Reserve Road, St Leonards, New South Wales, 2065",coordinate_500m,157.01557144383443,0.35,True,"""1 Frederick Street, Sydney NSW 2064"" EV charger",https://www.chargeroute.au/ev-chargers/nsw/sydney,True,True,evidence_collected_page_opened_manual_confirmation_required,web_evidence_found_not_identity_proof,undetermined,"Sequential web search completed for this row. A web result is evidence for manual review, not an automatic identity match.","[search] EV Charging Stations in Sydney NSW | ChargeRoute (https://www.chargeroute.au/ev-chargers/nsw/sydney)
citeturn69search0 [wordlim: 200] Crawled: today; BP — Sydney Sydney, NSW · 01 Wallgrove Road, Sydney, 2766 DCup to 150 kWBPScore 31 Operational (per source)Chargefox — Sydney Sydney, NSW · 1 Balfour St, Sydney, 2070 ACup to 22 kWChargefoxScore 26.5 Operational (per source)Tesla — Sydney Sydney, NSW · 1 Bay St, Sydney, 2037 DCup to 130 kWTeslaScore 31.5 Operational (per source)Chargefox — Sydney Sydney, NSW · 1 Bradleys Head Rd, Sydney, 2088 ACup to 22 kWChargefoxScore 22.5 Operational (per source)Chargefox — Sydney Sydney, NSW · 1 Bradleys Head Rd, Sydney, 2088 ACup to 22 kWChargefoxScore 22.5 Operational (per source)AXCharge — Sydney Sydney, NSW · 1 Cathedral Sq, Sydney, 2000 ACup to 22 kWAXChargeScore 24.5 Operational (per source)Tesla — Sydney Sydney, NSW · 1 Dalgal Way, Sydney, 2037 ACup to 22 kWTeslaScore 24.5 Operational (per source)Tesla — Sydney Sydney, NSW · 1 Dalgal Way, Sydney, 2037 DCup to 250 kWTeslaScore 31 Operational (per source)Everty — Sydney Sydney, NSW · 1 Eels Pl, Sydney, 2150 ACup to 22 kWEvertyScore 24.5 Operational (per source)Tesla — Sydney Sydney, NSW · 
[opened page] EV Charging Stations in Sydney NSW | ChargeRoute (https://www.chargeroute.au/ev-chargers/nsw/sydney)
citeturn70view0 [wordlim: 200] Crawled: last week; Content type: text/html; Source: open({""ref_id"":""https://www.chargeroute.au/ev-chargers/nsw/sydney"",""lineno"":null}); Total lines: 40
L0: cite0†CRChargeRoute.au L1: 
L2: cite1†Routes L3: 
L4:   1. cite0†Home L5:   2. /cite2†EV chargers L6:   3. /cite3†New South Wales L7:   4. /Sydney
L8: # EV charging stations in Sydney NSW
L9: 
L10: 398 sites · 398 labelled operational by source · max listed power 400 kW",high,Opened charging page contains an address-level signal.,web evidence only; same-station identity not automatically proven
TFNSW-0038,36,,"1 Perry Street, Batemans Bay NSW 2536",Evie Networks,2536.0,DC,157566.0,"2A Beach Road, Batemans Bay, NSW, 2536",coordinate_500m,138.42854106527693,0.4348684210526315,True,"""1 Perry Street, Batemans Bay NSW 2536"" EV charger",https://ev-charging-stations.com.au/chargers/evie-1-perry-street-batemans-bay-nsw-2536,True,True,evidence_collected_page_opened_manual_confirmation_required,web_evidence_found_not_identity_proof,undetermined,"Sequential web search completed for this row. A web result is evidence for manual review, not an automatic identity match.","[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/evie-1-perry-street-batemans-bay-nsw-2536)
citeturn71search0 [wordlim: 200] Crawled: yesterday; 1 Perry Street, Batemans Bay, NSW, 2536

Evie

# Evie Charging Station

1 Perry Street, Batemans Bay, NSW, 2536

Available now

—

Connectors

4

1 type

Max speed

75 kW

Fast DC

Reliability

## Connectors at this station

Type, max power and live availability

1 type

CCS 2

CCS

75 kW 4 ports Fast DC

## Station info

Access, parking & amenities

Hours · Today

6:00 AM – 11:00 PM

Parking

Free parking lot

Google rating

3.6 ★ (8)

Shopping

Coles Batemans Bay

Food nearby

Sweet Tooth Cafe

Accessibility

Accessible parking

Visit website Updated 3389h ago

## Map & location

1 Perry Street, Batemans Bay, NSW, 2536

Get directions in Google Maps

Image: Evie logo

Evie

Evie Charging Station

Batemans Bay, NSW

3.6(8 reviews)Google

Navigate here Plan Journey--------------------------------------------------------------------------------
EV Charging Stations Deua River Valley – Find Chargers Near You | Plugroo (https://www.plugroo.com.au/nsw/deua-river-valley)
citeturn71search1 [wordlim: 200] Crawled: 3
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/evie-1-perry-street-batemans-bay-nsw-2536)
citeturn72view0 [wordlim: 200] Crawled: 2 weeks ago; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/evie-1-perry-street-batemans-bay-nsw-2536"",""lineno"":null}); Total lines: 139
L0: cite0†iframe†www.googletagmanager.com L1: 
L2: Evie
L3: 
L4: # Evie Charging Station
L5: 
L6: 1 Perry Street, Batemans Bay, NSW, 2536
L7: 
L8: cite1†Plan Journey cite2†Get Directions†www.google.com L9: 
L10: Available now
L11: 
L12: —
L13: 
L14: Connectors
L15: 
L16: 4
L17: 
L18: 1 type
L19: 
L20: Max speed
L21: 
L22: 75 kW
L23: 
L24: Fast DC
L25: 
L26: Reliability
L27: 
L28: —
L29: 
L30: Is this information accurate?
L31: 
L32: Looks correct | Report issue
L33: 
L34: Thanks for your feedback!
L35: 
L36: ## Connectors at this station
L37: 
L38: Type, max power and live availability
L39: 
L40: 1 type
L41: 
L42: CCS 2
L43: 
L44: CCS
L45: 
L46: 75 kW 4 ports Fast DC
L47: ## Station info
L48: 
L49: Access, parking & amenities
L50: 
L51: Hours · Today
L52: 
L53: 6:00 AM – 11:00 PM
L54: 
L55: Parking
L56: 
L57: Free parking lot
L58: 
L59",high,Opened charging page contains an address-level signal.,web evidence only; same-station identity not automatically proven
TFNSW-0039,37,,"1 Plunkett Street, Sydney NSW 2065",Exploren,2065.0,DC,272632.0,"88 Christie St, St Leonards, NSW, 2065",coordinate_500m,274.9827753415912,0.4428571428571428,True,"""1 Plunkett Street, Sydney NSW 2065"" EV charger",https://ev-charging-stations.com.au/chargers/nsw/royal-north-shore-hospital,True,True,evidence_collected_page_opened_manual_confirmation_required,web_evidence_found_not_identity_proof,undetermined,"Sequential web search completed for this row. A web result is evidence for manual review, not an automatic identity match.","[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/royal-north-shore-hospital)
citeturn73search0 [wordlim: 200] Crawled: 2 months ago; # EV charging in Royal North Shore Hospital, NSW ... 1 Plunkett Street, Sydney, NSW, 2065
--------------------------------------------------------------------------------
EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/crows-nest)
citeturn73search1 [wordlim: 200] Crawled: 3 days ago; # EV charging in Crows Nest, NSW ... 1 Plunkett Street, Sydney, NSW, 2065
--------------------------------------------------------------------------------
EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/st-leonards)
citeturn73search2 [wordlim: 200] Crawled: last week; # EV charging in St Leonards, NSW ... 1 Plunkett Street, Sydney, NSW, 2065
--------------------------------------------------------------------------------
EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/northbridge)
citeturn73search3 [wordlim: 200] Crawled: yesterday; # EV charging in Northbridge, NSW ... 1 Plunkett Street, Sydney, NSW, 2065

[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/royal-north-shore-hospital)
citeturn74view0 [wordlim: 200] Crawled: 4 weeks ago; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/nsw/royal-north-shore-hospital"",""lineno"":null}); Total lines: 178
L0: cite0†iframe†www.googletagmanager.com L1: 
L2: Search Results
L3: 
L4: # EV charging in Royal North Shore Hospital, NSW
L5: 
L6: 971 stations found Live availability Showing 1–10 of 971
L7: 
L8: [Input: Royal North Shore Hospital, NSW]
L9: 
L10: Sort
L11: 
L12: [Button: Nearest][Button: Fastest charger][Button: Most connectors]
L13: 
L14: All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now
L15: 
L16: EVX
L17: 
L18: ## EVX Charging Station
L19: 
L20: 8 Northcote Street, Sydney, NSW, 2065
L21: 
L22: 0.38 km
L23: 
L24: Type 2 22 kW
L25: 
L26: cite1†Directions†www.google.com cite2†View details L27: 
L28: Evie
L29: ## Evie Charging Station
L30: 
L31: 88 Christie Street, Sydney, NSW, 2065
L32: 
L33: 0.40 km
L34: 
L35: CHAdeMO 50 kW CCS 50 kW
L36: 
L37: cite3†Directions†www.google.com cite4†View details L38: 
L39: Exploren
L40: 
L41: ## Exploren Char",high,Opened charging page contains an address-level signal.,web evidence only; same-station identity not automatically proven
TFNSW-0061,59,,"10 Winery Drive, Port Macquarie NSW 2444",Tesla,2444.0,DC,79311.0,"764 Pacific Highway, Port Macquarie, NSW, 2444",coordinate_500m,0.0593176566744518,0.3973134328358209,True,"""10 Winery Drive, Port Macquarie NSW 2444"" EV charger",https://plugroo.com.au/location/supercharger-nsw-port-macquarie-10-winery-drive,False,True,evidence_collected_search_snippet_only_manual_confirmation_required,web_evidence_found_not_identity_proof,undetermined,"Sequential web search completed for this row. A web result is evidence for manual review, not an automatic identity match.","[search] Tesla Supercharger EV Charger Port Macquarie, NSW – 130kW DC | Plugroo (https://plugroo.com.au/location/supercharger-nsw-port-macquarie-10-winery-drive)
citeturn75search0 [wordlim: 200] Crawled: today; Port Macquarie, NSW Supercharger is at 10 Winery Drive, Port Macquarie NSW 2444.

# Port Macquarie, NSW Supercharger

10 Winery Drive, Port Macquarie NSW 2444

  * Tesla Supercharger
  * ·6× CCS 2
  * ·130 kW
  * ·$0.48

Tesla-only Stations

### Live status

Operational Open now

No recent check-ins — let us know how it goes

Confidence
    50/100 · Medium

Last verified
    No check-ins yet

Bays
    ? of 6 available

0 successful and 0 failed check-ins in the last 14 days.

### Key facts

Connectors
    6× CCS 2 6 plugs

Max power
    130 kW

Price
    $0.48

Network
    Tesla Supercharger

Opening hours
    Open 24 hours

### Plug and Cost

Image: CCS 2

CCS 2

130 kW

$0.48

6 plugs

$0.48

### How to find

Hard to find? Help others by editing.

### Recent Check-in & Review

What drivers reported after charging here.

Check in on the map

No check-ins yet. Check in after you charge to help other drivers.

### Open 24 hours

Sunday Open 24 hours

Monday Open 24 hours

Tuesday O
[opened page] Tesla Supercharger EV Charger Port Macquarie, NSW – 130kW DC | Plugroo (https://plugroo.com.au/location/supercharger-nsw-port-macquarie-10-winery-drive)
citeturn76view0 [wordlim: 200] Crawled: last month; Content type: text/html; Source: open({""ref_id"":""https://plugroo.com.au/location/supercharger-nsw-port-macquarie-10-winery-drive"",""lineno"":null}); Total lines: 199
L0: cite0†Open app†apps.apple.com L1: 
L2:   1. cite1†Australia L3:   2. /cite2†NSW L4:   3. /cite3†Port Macquarie L5:   4. /Port Macquarie, NSW Supercharger
L6: 
L7: # Port Macquarie, NSW Supercharger
L8: 
L9: 10 Winery Drive, Port Macquarie NSW 2444
L10: 
L11:   * Tesla Supercharger
L12:   * ·6× CCS 2
L13:   * ·130 kW
L14:   * ·$0.68
L15: 
L16: cite4†Open Plugroo map L17: 
L18: cite5†Image: Port Macquarie, NSW Supercharger†files.plugroo.com.au [Button: 1 photos]
L19: 
L20: © cite6†Mapbox†www.mapbox.com © cite7†OpenStreetMap†www.openstreetmap.org cite8†Improve this map†apps.mapbox.com L21: 
L22: Tesla-only Stations
L23: ### Live status
L24: 
L25: Operational Open now
L26: 
L27: No recent check-ins — let us know how it goes
L28: 
L29: Confidence
L30:     50/100 · Medium
L31: 
L32: Last veri",medium,"Charging evidence exists, but the page or address signal is incomplete.",web evidence only; same-station identity not automatically proven
TFNSW-0078,76,,"10W Apsley Street, Walcha NSW 2354",NRMA Electric,2839.0,DC,190682.0,"50 Bathurst Street, Brewarrina, New South Wales, 2839",coordinate_500m,56.6648653357934,0.5268181818181819,True,"""10W Apsley Street, Walcha NSW 2354"" EV charger",https://www.plugroo.com.au/nsw/halls-creek,False,True,evidence_collected_search_snippet_only_manual_confirmation_required,web_evidence_found_not_identity_proof,undetermined,"Sequential web search completed for this row. A web result is evidence for manual review, not an automatic identity match.","[search] EV Charging Stations Halls Creek – Find Chargers Near You | Plugroo (https://www.plugroo.com.au/nsw/halls-creek)
citeturn77search0 [wordlim: 200] Crawled: 3 weeks ago;   * 10W Apsley St, Walcha NSW 2354 CCS 21×50 kW CHAdeMO1×50 kW View station details ...   * 10W Apsley St, Walcha NSW 2354 CCS 21×50 kW CHAdeMO1×50 kW View station details ... ## Find every EV charger in Halls Creek in one app
--------------------------------------------------------------------------------
EV Charging Stations Woolbrook – Find Chargers Near You | Plugroo (https://www.plugroo.com.au/nsw/woolbrook)
citeturn77search1 [wordlim: 200] Crawled: 3 weeks ago;   * 10W Apsley St, Walcha NSW 2354 CCS 21×50 kW CHAdeMO1×50 kW View station details ...   * 10W Apsley St, Walcha NSW 2354 CCS 21×50 kW CHAdeMO1×50 kW View station details ... Plugroo helps Woolbrook EV drivers avoid stale charger directories by combining operator data with verified community reports, so station status, access rules and pricing are easier to check before you arrive.
--------------------------------------------------------------------------------
EV Charging Stations Bendemeer – Find Chargers Near You | Plugroo (https://www.plugroo.
[opened page] Internal Error ()
citeturn78view0 [wordlim: 200] Source: open({""ref_id"":""https://www.plugroo.com.au/nsw/halls-creek"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://www.plugroo.com.au/nsw/halls-creek: Cache miss",medium,"Charging evidence exists, but the page or address signal is incomplete.",web evidence only; same-station identity not automatically proven
TFNSW-0081,79,,"11 Ewingsdale Road, Ewingsdale NSW 2481",NRMA Electric,2481.0,DC,190394.0,"Ewingsdale Road, Ewingsdale, New South Wales",coordinate_500m,48.03506884477345,0.7214285714285715,True,"""11 Ewingsdale Road, Ewingsdale NSW 2481"" EV charger",https://ev-charging-stations.com.au/chargers/nrma-11-ewingsdale-road-ewingsdale-nsw-2481,True,True,evidence_collected_page_opened_manual_confirmation_required,web_evidence_found_not_identity_proof,undetermined,"Sequential web search completed for this row. A web result is evidence for manual review, not an automatic identity match.","[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nrma-11-ewingsdale-road-ewingsdale-nsw-2481)
citeturn79search0 [wordlim: 200] Crawled: last month; 11 Ewingsdale Road, Ewingsdale, NSW, 2481

NRMA

# NRMA Charging Station

11 Ewingsdale Road, Ewingsdale, NSW, 2481

Plan Journey Get Directions

Available now

—

Connectors

4

2 types

Max speed

75 kW

Fast DC

Reliability

—

Is this information accurate?

Looks correct | Report issue

Thanks for your feedback!

## Connectors at this station

Type, max power and live availability

2 types

CHADE MO

CHAdeMO

75 kW 2 ports Fast DC

CCS 2

CCS

75 kW 2 ports Fast DC

## Station info

Access, parking & amenities

Hours · Today

24 / 7

Google rating

2.3 ★ (22)

Food nearby

Three Blue Ducks, Byron Bay

Visit website Updated 2425h ago

Sponsored

Ad

## Map & location

11 Ewingsdale Road, Ewingsdale, NSW, 2481

Get directions in Google Maps

Image: NRMA logo

NRMA

NRMA Charging Station

Ewingsdale, NSW

2.3(22 reviews)Google

Navigate here Plan Journey

Save Maps
--------------------------------------------------------------------------------
NRMA — Ewingsdale EV Charger — Ewingsdale NSW | ChargeRoute (htt
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nrma-11-ewingsdale-road-ewingsdale-nsw-2481)
citeturn80view0 [wordlim: 200] Crawled: 3 weeks ago; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/nrma-11-ewingsdale-road-ewingsdale-nsw-2481"",""lineno"":null}); Total lines: 133
L0: cite0†iframe†www.googletagmanager.com L1: 
L2: NRMA
L3: 
L4: # NRMA Charging Station
L5: 
L6: 11 Ewingsdale Road, Ewingsdale, NSW, 2481
L7: 
L8: cite1†Plan Journey cite2†Get Directions†www.google.com L9: 
L10: Available now
L11: 
L12: —
L13: 
L14: Connectors
L15: 
L16: 4
L17: 
L18: 2 types
L19: 
L20: Max speed
L21: 
L22: 75 kW
L23: 
L24: Fast DC
L25: 
L26: Reliability
L27: 
L28: —
L29: 
L30: Is this information accurate?
L31: 
L32: Looks correct | Report issue
L33: 
L34: Thanks for your feedback!
L35: 
L36: ## Connectors at this station
L37: 
L38: Type, max power and live availability
L39: 
L40: 2 types
L41: 
L42: CHADE MO
L43: 
L44: CHAdeMO
L45: 
L46: 75 kW 2 ports Fast DC
L47: 
L48: CCS 2
L49: 
L50: CCS
L51: 
L52: 75 kW 2 ports Fast DC
L53: ## Station info
L54: 
L55: Access, parking & amenities
L56: 
L57: Hours · Today
L58:",high,Opened charging page contains an address-level signal.,web evidence only; same-station identity not automatically proven
TFNSW-0089,87,,"1106 Barrenjoey Road, Sydney NSW 2108",JOLT,2108.0,DC,295979.0,"Barrenjoey Road, Palm Beach, New South Wales, 2108",coordinate_500m,23.475096297856304,0.8355932203389831,True,"""1106 Barrenjoey Road, Sydney NSW 2108"" EV charger",https://www.chargeroute.au/chargers/nsw/jolt-sydney-sydney-6,True,True,evidence_collected_page_opened_manual_confirmation_required,web_evidence_found_not_identity_proof,undetermined,"Sequential web search completed for this row. A web result is evidence for manual review, not an automatic identity match.","[search] JOLT — Sydney EV Charger — Sydney NSW | ChargeRoute (https://www.chargeroute.au/chargers/nsw/jolt-sydney-sydney-6)
citeturn81search0 [wordlim: 200] Published: 3 weeks ago; Crawled: last week; 1106 Barrenjoey Rd, Sydney, 2108, Sydney, NSW, 2108 ... The Quays Marina Pittwater Rd, NSW · 1856 Pittwater Rd, Church Point NSW 2105 ACup to 22 kWNon-networkedScore 24.5 Operational (per source)EVX — Bishop St Newport Bishop St Newport, NSW · 18 Bishop St Newport NSW 2106 Australia ACup to 22 kWEVXScore 24.5 Planned / not confirmed operational EVX — Sydney Sydney, NSW · 5 Bishop St, Sydney, 2106 ACup to 6 kWEVXScore 21.5 Operational (per source)Exploren — Sydney Sydney, NSW · 13 Kalinya Street, Sydney, 2106 ACup to 22 kWExplorenScore 22.5 Operational (per source)Chargefox — Central Coast Central Coast, NSW · 90 Sydney Ave, Central Coast, 2257 ACup to 22 kWChargefoxScore 22.5 Operational (per source)Non-networked — High View Rd Pretty Beach High View Rd Pretty Beach, NSW · 33 High View Rd Pretty Beach NSW 2257 Australia ACup to 22 kWNon-networkedScore 24.5 Planned / not confirmed operational Fast Cities A charger NSW · 89 Darley St, Mona Vale, NSW, 2103, Australia up to 350 kWFast Cities AS
[opened page] JOLT — Sydney EV Charger — Sydney NSW | ChargeRoute (https://www.chargeroute.au/chargers/nsw/jolt-sydney-sydney-6)
citeturn82view0 [wordlim: 200] Crawled: last week; Content type: text/html; Source: open({""ref_id"":""https://www.chargeroute.au/chargers/nsw/jolt-sydney-sydney-6"",""lineno"":null}); Total lines: 101
L0: cite0†CRChargeRoute.au L1: 
L2: cite1†Routes L3: 
L4:   1. cite0†Home L5:   2. /cite2†EV chargers L6:   3. /cite3†New South Wales L7:   4. /JOLT — Sydney
L8: 
L9: # JOLT — Sydney
L10: 
L11: 1106 Barrenjoey Rd, Sydney, 2108, Sydney, NSW, 2108
L12: 
L13: Operational (per source)
L14: 
L15: ChargeRoute Score
L16: 
L17: 25.5
L18: 
L19: Methodology score — not reliability
L20: 
L21: Chargers / plugs
L22:     2
L23: 
L24: Max power
L25:     25 kW
L26: 
L27: Current
L28:     DC
L29: 
L30: Connectors
L31:     CCS2
L32: 
L33: Operator / network
L34:     JOLT
L35: 
L36: Suburb
L37:     cite4†Sydney L38: ## ChargeRoute Score breakdown
L39: 
L40: ChargeRoute Score weights verified maximum power (40%), connector diversity (25%), charger count (20%), and location completeness (15%). It is not a reliability or availability rating.
L41: 
L42:   * Power: 5
L43:   * Con",high,Opened charging page contains an address-level signal.,web evidence only; same-station identity not automatically proven
